"Latest: Time (s)","Latest: Force 1 (N)","Latest: Force 2 (N)"
0.2363,-3.3915196,1.26019917097
0.238,-3.38553669402,1.31181185263
0.2397,-3.38553669402,1.2860055118
0.2414,-3.38553669402,1.2860055118
0.2431,-3.38553669402,1.27955392659
0.2448,-3.38553669402,1.27955392659
0.2465,-3.38553669402,1.26665075617
0.2482,-3.38553669402,1.29245709701
0.2499,-3.38553669402,1.26019917097
0.2516,-3.38553669402,1.26665075617
0.2533,-3.37955378803,1.25374758576
0.255,-3.38553669402,1.24729600055
0.2567,-3.38553669402,1.26019917097
0.2584,-3.38553669402,1.26019917097
0.2601,-3.38553669402,1.24084441534
0.2618,-3.38553669402,1.25374758576
0.2635,-3.38553669402,1.23439283013
0.2652,-3.38553669402,1.24729600055
0.2669,-3.38553669402,1.22794124492
0.2686,-3.37955378803,1.22794124492
0.2703,-3.38553669402,1.22794124492
0.272,-3.38553669402,1.22794124492
0.2737,-3.3915196,1.21503807451
0.2754,-3.3915196,1.20213490409
0.2771,-3.38553669402,1.20213490409
0.2788,-3.3915196,1.20213490409
0.2805,-3.3915196,1.18923173367
0.2822,-3.3915196,1.20213490409
0.2839,-3.38553669402,1.18923173367
0.2856,-3.38553669402,1.18278014847
0.2873,-3.38553669402,1.18278014847
0.289,-3.38553669402,1.16987697805
0.2907,-3.38553669402,1.16987697805
0.2924,-3.37955378803,1.16987697805
0.2941,-3.37955378803,1.16342539284
0.2958,-3.38553669402,1.15052222242
0.2975,-3.38553669402,1.12471588159
0.2992,-3.38553669402,1.1311674668
0.3009,-3.38553669402,1.13761905201
0.3026,-3.38553669402,1.1311674668
0.3043,-3.38553669402,1.12471588159
0.306,-3.38553669402,1.11826429638
0.3077,-3.37955378803,1.11181271117
0.3094,-3.38553669402,1.10536112596
0.3111,-3.38553669402,1.11181271117
0.3128,-3.38553669402,1.09890954076
0.3145,-3.38553669402,1.09245795555
0.3162,-3.38553669402,1.09890954076
0.3179,-3.38553669402,1.08600637034
0.3196,-3.38553669402,1.09245795555
0.3213,-3.38553669402,1.07310319992
0.323,-3.38553669402,1.07310319992
0.3247,-3.38553669402,1.07310319992
0.3264,-3.38553669402,1.06020002951
0.3281,-3.3915196,1.0537484443
0.3298,-3.38553669402,1.0537484443
0.3315,-3.38553669402,1.0537484443
0.3332,-3.38553669402,1.0537484443
0.3349,-3.38553669402,1.04729685909
0.3366,-3.38553669402,1.04729685909
0.3383,-3.38553669402,1.04084527388
0.34,-3.38553669402,1.03439368867
0.3417,-3.38553669402,1.02149051826
0.3434,-3.3915196,1.02149051826
0.3451,-3.38553669402,1.02149051826
0.3468,-3.38553669402,1.02149051826
0.3485,-3.38553669402,1.01503893305
0.3502,-3.38553669402,1.02149051826
0.3519,-3.38553669402,1.00213576263
0.3536,-3.38553669402,1.00213576263
0.3553,-3.38553669402,1.01503893305
0.357,-3.38553669402,1.00858734784
0.3587,-3.38553669402,1.00213576263
0.3604,-3.38553669402,0.995684177422
0.3621,-3.38553669402,0.989232592214
0.3638,-3.3915196,0.995684177422
0.3655,-3.3915196,0.995684177422
0.3672,-3.3915196,0.995684177422
0.3689,-3.38553669402,0.989232592214
0.3706,-3.38553669402,0.989232592214
0.3723,-3.38553669402,0.995684177422
0.374,-3.38553669402,0.982781007005
0.3757,-3.38553669402,0.976329421797
0.3774,-3.38553669402,0.982781007005
0.3791,-3.3915196,0.982781007005
0.3808,-3.3915196,0.969877836589
0.3825,-3.38553669402,0.969877836589
0.3842,-3.38553669402,0.969877836589
0.3859,-3.38553669402,0.96342625138
0.3876,-3.38553669402,0.96342625138
0.3893,-3.38553669402,0.969877836589
0.391,-3.38553669402,0.969877836589
0.3927,-3.38553669402,0.96342625138
0.3944,-3.38553669402,0.969877836589
0.3961,-3.3915196,0.956974666172
0.3978,-3.3915196,0.96342625138
0.3995,-3.38553669402,0.956974666172
0.4012,-3.38553669402,0.956974666172
0.4029,-3.3915196,0.96342625138
0.4046,-3.38553669402,0.96342625138
0.4063,-3.38553669402,0.950523080963
0.408,-3.38553669402,0.956974666172
0.4097,-3.38553669402,0.96342625138
0.4114,-3.38553669402,0.96342625138
0.4131,-3.38553669402,0.96342625138
0.4148,-3.38553669402,0.956974666172
0.4165,-3.38553669402,0.969877836589
0.4182,-3.38553669402,0.969877836589
0.4199,-3.3915196,0.96342625138
0.4216,-3.38553669402,0.969877836589
0.4233,-3.37955378803,0.969877836589
0.425,-3.38553669402,0.96342625138
0.4267,-3.38553669402,0.96342625138
0.4284,-3.3915196,0.976329421797
0.4301,-3.3915196,0.969877836589
0.4318,-3.38553669402,0.976329421797
0.4335,-3.38553669402,0.982781007005
0.4352,-3.3915196,0.976329421797
0.4369,-3.38553669402,0.976329421797
0.4386,-3.38553669402,0.969877836589
0.4403,-3.38553669402,0.976329421797
0.442,-3.38553669402,0.969877836589
0.4437,-3.38553669402,0.982781007005
0.4454,-3.38553669402,0.976329421797
0.4471,-3.38553669402,0.982781007005
0.4488,-3.38553669402,0.982781007005
0.4505,-3.38553669402,0.982781007005
0.4522,-3.38553669402,0.989232592214
0.4539,-3.37955378803,0.989232592214
0.4556,-3.38553669402,0.989232592214
0.4573,-3.38553669402,0.989232592214
0.459,-3.38553669402,0.995684177422
0.4607,-3.38553669402,0.995684177422
0.4624,-3.38553669402,0.995684177422
0.4641,-3.38553669402,1.00213576263
0.4658,-3.38553669402,1.00858734784
0.4675,-3.38553669402,1.00858734784
0.4692,-3.38553669402,1.00858734784
0.4709,-3.3915196,1.01503893305
0.4726,-3.38553669402,1.01503893305
0.4743,-3.38553669402,1.02149051826
0.476,-3.38553669402,1.02149051826
0.4777,-3.38553669402,1.01503893305
0.4794,-3.38553669402,1.02149051826
0.4811,-3.38553669402,1.02149051826
0.4828,-3.38553669402,1.02794210346
0.4845,-3.38553669402,1.02794210346
0.4862,-3.38553669402,1.02794210346
0.4879,-3.38553669402,1.03439368867
0.4896,-3.38553669402,1.03439368867
0.4913,-3.38553669402,1.04084527388
0.493,-3.38553669402,1.03439368867
0.4947,-3.38553669402,1.03439368867
0.4964,-3.38553669402,1.04729685909
0.4981,-3.38553669402,1.0537484443
0.4998,-3.38553669402,1.0537484443
0.5015,-3.38553669402,1.0537484443
0.5032,-3.38553669402,1.0537484443
0.5049,-3.38553669402,1.06020002951
0.5066,-3.38553669402,1.06665161471
0.5083,-3.38553669402,1.06020002951
0.51,-3.38553669402,1.06665161471
0.5117,-3.3915196,1.06665161471
0.5134,-3.38553669402,1.06665161471
0.5151,-3.38553669402,1.07955478513
0.5168,-3.38553669402,1.07310319992
0.5185,-3.38553669402,1.07310319992
0.5202,-3.38553669402,1.07955478513
0.5219,-3.38553669402,1.08600637034
0.5236,-3.38553669402,1.08600637034
0.5253,-3.38553669402,1.09245795555
0.527,-3.3915196,1.08600637034
0.5287,-3.38553669402,1.09245795555
0.5304,-3.38553669402,1.09245795555
0.5321,-3.38553669402,1.09890954076
0.5338,-3.38553669402,1.11181271117
0.5355,-3.38553669402,1.10536112596
0.5372,-3.38553669402,1.09890954076
0.5389,-3.38553669402,1.09890954076
0.5406,-3.38553669402,1.09890954076
0.5423,-3.3915196,1.10536112596
0.544,-3.38553669402,1.11181271117
0.5457,-3.38553669402,1.11826429638
0.5474,-3.38553669402,1.10536112596
0.5491,-3.3915196,1.10536112596
0.5508,-3.38553669402,1.11181271117
0.5525,-3.38553669402,1.11826429638
0.5542,-3.38553669402,1.12471588159
0.5559,-3.38553669402,1.12471588159
0.5576,-3.3915196,1.11826429638
0.5593,-3.38553669402,1.11826429638
0.561,-3.38553669402,1.12471588159
0.5627,-3.38553669402,1.1311674668
0.5644,-3.38553669402,1.12471588159
0.5661,-3.38553669402,1.1311674668
0.5678,-3.37955378803,1.1311674668
0.5695,-3.38553669402,1.13761905201
0.5712,-3.38553669402,1.13761905201
0.5729,-3.3915196,1.13761905201
0.5746,-3.38553669402,1.13761905201
0.5763,-3.38553669402,1.14407063722
0.578,-3.38553669402,1.14407063722
0.5797,-3.38553669402,1.13761905201
0.5814,-3.38553669402,1.13761905201
0.5831,-3.38553669402,1.15052222242
0.5848,-3.38553669402,1.14407063722
0.5865,-3.3915196,1.13761905201
0.5882,-3.3915196,1.14407063722
0.5899,-3.38553669402,1.14407063722
0.5916,-3.38553669402,1.14407063722
0.5933,-3.3915196,1.14407063722
0.595,-3.38553669402,1.15697380763
0.5967,-3.38553669402,1.15052222242
0.5984,-3.38553669402,1.13761905201
0.6001,-3.38553669402,1.14407063722
0.6018,-3.38553669402,1.14407063722
0.6035,-3.3915196,1.15052222242
0.6052,-3.38553669402,1.15052222242
0.6069,-3.38553669402,1.14407063722
0.6086,-3.38553669402,1.15052222242
0.6103,-3.38553669402,1.15052222242
0.612,-3.3915196,1.15052222242
0.6137,-3.3915196,1.13761905201
0.6154,-3.38553669402,1.14407063722
0.6171,-3.38553669402,1.15052222242
0.6188,-3.38553669402,1.15697380763
0.6205,-3.38553669402,1.15052222242
0.6222,-3.38553669402,1.15052222242
0.6239,-3.38553669402,1.15697380763
0.6256,-3.38553669402,1.16342539284
0.6273,-3.38553669402,1.15052222242
0.629,-3.38553669402,1.15052222242
0.6307,-3.38553669402,1.14407063722
0.6324,-3.38553669402,1.15697380763
0.6341,-3.38553669402,1.15697380763
0.6358,-3.3915196,1.15697380763
0.6375,-3.38553669402,1.15697380763
0.6392,-3.38553669402,1.16342539284
0.6409,-3.38553669402,1.16342539284
0.6426,-3.3915196,1.16342539284
0.6443,-3.38553669402,1.16342539284
0.646,-3.38553669402,1.15697380763
0.6477,-3.38553669402,1.15697380763
0.6494,-3.38553669402,1.16987697805
0.6511,-3.38553669402,1.15697380763
0.6528,-3.38553669402,1.15052222242
0.6545,-3.38553669402,1.15052222242
0.6562,-3.38553669402,1.15052222242
0.6579,-3.38553669402,1.15052222242
0.6596,-3.38553669402,1.15052222242
0.6613,-3.38553669402,1.15697380763
0.663,-3.38553669402,1.15052222242
0.6647,-3.38553669402,1.15052222242
0.6664,-3.3915196,1.15052222242
0.6681,-3.38553669402,1.15697380763
0.6698,-3.38553669402,1.15697380763
0.6715,-3.3915196,1.15697380763
0.6732,-3.38553669402,1.15052222242
0.6749,-3.38553669402,1.15052222242
0.6766,-3.38553669402,1.15052222242
0.6783,-3.3915196,1.15052222242
0.68,-3.38553669402,1.14407063722
0.6817,-3.38553669402,1.15052222242
0.6834,-3.38553669402,1.14407063722
0.6851,-3.38553669402,1.14407063722
0.6868,-3.38553669402,1.15052222242
0.6885,-3.3915196,1.15052222242
0.6902,-3.38553669402,1.14407063722
0.6919,-3.38553669402,1.14407063722
0.6936,-3.38553669402,1.1311674668
0.6953,-3.38553669402,1.14407063722
0.697,-3.38553669402,1.14407063722
0.6987,-3.37955378803,1.14407063722
0.7004,-3.38553669402,1.14407063722
0.7021,-3.3915196,1.13761905201
0.7038,-3.3915196,1.13761905201
0.7055,-3.3915196,1.1311674668
0.7072,-3.38553669402,1.1311674668
0.7089,-3.38553669402,1.1311674668
0.7106,-3.3915196,1.13761905201
0.7123,-3.3915196,1.13761905201
0.714,-3.3915196,1.12471588159
0.7157,-3.38553669402,1.12471588159
0.7174,-3.38553669402,1.1311674668
0.7191,-3.3915196,1.1311674668
0.7208,-3.38553669402,1.12471588159
0.7225,-3.38553669402,1.12471588159
0.7242,-3.38553669402,1.12471588159
0.7259,-3.38553669402,1.1311674668
0.7276,-3.38553669402,1.11826429638
0.7293,-3.38553669402,1.11826429638
0.731,-3.37955378803,1.11181271117
0.7327,-3.38553669402,1.11826429638
0.7344,-3.38553669402,1.11181271117
0.7361,-3.38553669402,1.11181271117
0.7378,-3.38553669402,1.11181271117
0.7395,-3.38553669402,1.11181271117
0.7412,-3.3915196,1.11181271117
0.7429,-3.3915196,1.10536112596
0.7446,-3.38553669402,1.11181271117
0.7463,-3.38553669402,1.10536112596
0.748,-3.38553669402,1.10536112596
0.7497,-3.38553669402,1.10536112596
0.7514,-3.38553669402,1.09890954076
0.7531,-3.38553669402,1.09245795555
0.7548,-3.3915196,1.09245795555
0.7565,-3.3915196,1.09890954076
0.7582,-3.38553669402,1.10536112596
0.7599,-3.38553669402,1.09890954076
0.7616,-3.38553669402,1.09890954076
0.7633,-3.38553669402,1.09890954076
0.765,-3.38553669402,1.09890954076
0.7667,-3.37955378803,1.09890954076
0.7684,-3.38553669402,1.09245795555
0.7701,-3.38553669402,1.09245795555
0.7718,-3.38553669402,1.09245795555
0.7735,-3.38553669402,1.08600637034
0.7752,-3.38553669402,1.09245795555
0.7769,-3.38553669402,1.09245795555
0.7786,-3.38553669402,1.09245795555
0.7803,-3.38553669402,1.08600637034
0.782,-3.3915196,1.08600637034
0.7837,-3.38553669402,1.08600637034
0.7854,-3.38553669402,1.07955478513
0.7871,-3.3915196,1.08600637034
0.7888,-3.3915196,1.08600637034
0.7905,-3.38553669402,1.08600637034
0.7922,-3.38553669402,1.08600637034
0.7939,-3.38553669402,1.08600637034
0.7956,-3.38553669402,1.07955478513
0.7973,-3.38553669402,1.07955478513
0.799,-3.38553669402,1.08600637034
0.8007,-3.38553669402,1.08600637034
0.8024,-3.38553669402,1.08600637034
0.8041,-3.38553669402,1.07955478513
0.8058,-3.38553669402,1.08600637034
0.8075,-3.38553669402,1.07955478513
0.8092,-3.38553669402,1.07955478513
0.8109,-3.38553669402,1.08600637034
0.8126,-3.3915196,1.08600637034
0.8143,-3.38553669402,1.07955478513
0.816,-3.38553669402,1.07310319992
0.8177,-3.38553669402,1.07955478513
0.8194,-3.38553669402,1.07310319992
0.8211,-3.3915196,1.07310319992
0.8228,-3.38553669402,1.07310319992
0.8245,-3.38553669402,1.07955478513
0.8262,-3.38553669402,1.07955478513
0.8279,-3.38553669402,1.07955478513
0.8296,-3.38553669402,1.08600637034
0.8313,-3.38553669402,1.07310319992
0.833,-3.38553669402,1.08600637034
0.8347,-3.38553669402,1.08600637034
0.8364,-3.38553669402,1.07310319992
0.8381,-3.38553669402,1.07310319992
0.8398,-3.38553669402,1.07955478513
0.8415,-3.38553669402,1.08600637034
0.8432,-3.38553669402,1.08600637034
0.8449,-3.38553669402,1.08600637034
0.8466,-3.37955378803,1.07310319992
0.8483,-3.38553669402,1.07955478513
0.85,-3.38553669402,1.07310319992
0.8517,-3.38553669402,1.07310319992
0.8534,-3.38553669402,1.06665161471
0.8551,-3.38553669402,1.07310319992
0.8568,-3.38553669402,1.07955478513
0.8585,-3.38553669402,1.07310319992
0.8602,-3.3915196,1.07310319992
0.8619,-3.38553669402,1.08600637034
0.8636,-3.38553669402,1.07955478513
0.8653,-3.3915196,1.06665161471
0.867,-3.38553669402,1.07310319992
0.8687,-3.38553669402,1.07310319992
0.8704,-3.38553669402,1.08600637034
0.8721,-3.38553669402,1.07955478513
0.8738,-3.38553669402,1.07310319992
0.8755,-3.38553669402,1.06665161471
0.8772,-3.37955378803,1.06665161471
0.8789,-3.38553669402,1.07310319992
0.8806,-3.38553669402,1.07955478513
0.8823,-3.3915196,1.07310319992
0.884,-3.38553669402,1.06665161471
0.8857,-3.38553669402,1.07310319992
0.8874,-3.38553669402,1.06665161471
0.8891,-3.38553669402,1.07310319992
0.8908,-3.38553669402,1.06665161471
0.8925,-3.38553669402,1.07310319992
0.8942,-3.38553669402,1.06020002951
0.8959,-3.38553669402,1.06020002951
0.8976,-3.38553669402,1.06665161471
0.8993,-3.37955378803,1.06665161471
0.901,-3.38553669402,1.07310319992
0.9027,-3.38553669402,1.07955478513
0.9044,-3.38553669402,1.07955478513
0.9061,-3.38553669402,1.08600637034
0.9078,-3.38553669402,1.07310319992
0.9095,-3.38553669402,1.07955478513
0.9112,-3.38553669402,1.06665161471
0.9129,-3.38553669402,1.06665161471
0.9146,-3.38553669402,1.07310319992
0.9163,-3.38553669402,1.07310319992
0.918,-3.38553669402,1.07310319992
0.9197,-3.38553669402,1.07955478513
0.9214,-3.38553669402,1.08600637034
0.9231,-3.37955378803,1.07955478513
0.9248,-3.37955378803,1.07955478513
0.9265,-3.38553669402,1.07955478513
0.9282,-3.38553669402,1.07955478513
0.9299,-3.38553669402,1.07310319992
0.9316,-3.38553669402,1.08600637034
0.9333,-3.38553669402,1.08600637034
0.935,-3.38553669402,1.08600637034
0.9367,-3.38553669402,1.07955478513
0.9384,-3.38553669402,1.07955478513
0.9401,-3.38553669402,1.07955478513
0.9418,-3.38553669402,1.08600637034
0.9435,-3.38553669402,1.07310319992
0.9452,-3.38553669402,1.07955478513
0.9469,-3.38553669402,1.08600637034
0.9486,-3.38553669402,1.08600637034
0.9503,-3.38553669402,1.07955478513
0.952,-3.38553669402,1.07955478513
0.9537,-3.38553669402,1.07955478513
0.9554,-3.38553669402,1.07955478513
0.9571,-3.38553669402,1.07955478513
0.9588,-3.38553669402,1.07955478513
0.9605,-3.38553669402,1.07955478513
0.9622,-3.38553669402,1.08600637034
0.9639,-3.38553669402,1.09245795555
0.9656,-3.3915196,1.07310319992
0.9673,-3.38553669402,1.08600637034
0.969,-3.38553669402,1.08600637034
0.9707,-3.38553669402,1.09245795555
0.9724,-3.38553669402,1.09245795555
0.9741,-3.38553669402,1.07955478513
0.9758,-3.38553669402,1.07955478513
0.9775,-3.38553669402,1.07955478513
0.9792,-3.38553669402,1.09245795555
0.9809,-3.38553669402,1.09245795555
0.9826,-3.38553669402,1.08600637034
0.9843,-3.38553669402,1.08600637034
0.986,-3.3915196,1.08600637034
0.9877,-3.3915196,1.08600637034
0.9894,-3.3915196,1.08600637034
0.9911,-3.38553669402,1.09245795555
0.9928,-3.38553669402,1.09890954076
0.9945,-3.38553669402,1.08600637034
0.9962,-3.38553669402,1.08600637034
0.9979,-3.38553669402,1.08600637034
0.9996,-3.38553669402,1.07955478513
1.0013,-3.38553669402,1.08600637034
1.003,-3.38553669402,1.07955478513
1.0047,-3.38553669402,1.07955478513
1.0064,-3.38553669402,1.08600637034
1.0081,-3.38553669402,1.08600637034
1.0098,-3.38553669402,1.09245795555
1.0115,-3.38553669402,1.09245795555
1.0132,-3.37955378803,1.10536112596
1.0149,-3.37955378803,1.10536112596
1.0166,-3.38553669402,1.09890954076
1.0183,-3.3915196,1.09245795555
1.02,-3.38553669402,1.09890954076
1.0217,-3.38553669402,1.09245795555
1.0234,-3.38553669402,1.09245795555
1.0251,-3.38553669402,1.09245795555
1.0268,-3.38553669402,1.09245795555
1.0285,-3.37955378803,1.09245795555
1.0302,-3.38553669402,1.09245795555
1.0319,-3.38553669402,1.09245795555
1.0336,-3.38553669402,1.09245795555
1.0353,-3.38553669402,1.09890954076
1.037,-3.38553669402,1.09890954076
1.0387,-3.38553669402,1.09890954076
1.0404,-3.38553669402,1.09890954076
1.0421,-3.37955378803,1.09245795555
1.0438,-3.38553669402,1.09890954076
1.0455,-3.38553669402,1.09245795555
1.0472,-3.38553669402,1.09245795555
1.0489,-3.38553669402,1.09890954076
1.0506,-3.38553669402,1.09890954076
1.0523,-3.38553669402,1.09890954076
1.054,-3.38553669402,1.09890954076
1.0557,-3.38553669402,1.09245795555
1.0574,-3.38553669402,1.09245795555
1.0591,-3.38553669402,1.08600637034
1.0608,-3.38553669402,1.09245795555
1.0625,-3.37955378803,1.08600637034
1.0642,-3.38553669402,1.08600637034
1.0659,-3.38553669402,1.08600637034
1.0676,-3.38553669402,1.08600637034
1.0693,-3.38553669402,1.09890954076
1.071,-3.38553669402,1.09245795555
1.0727,-3.38553669402,1.08600637034
1.0744,-3.38553669402,1.08600637034
1.0761,-3.38553669402,1.07955478513
1.0778,-3.3915196,1.07310319992
1.0795,-3.38553669402,1.07955478513
1.0812,-3.38553669402,1.07955478513
1.0829,-3.38553669402,1.07955478513
1.0846,-3.38553669402,1.07955478513
1.0863,-3.38553669402,1.07955478513
1.088,-3.38553669402,1.07955478513
1.0897,-3.37955378803,1.07310319992
1.0914,-3.37955378803,1.07955478513
1.0931,-3.38553669402,1.07955478513
1.0948,-3.38553669402,1.07310319992
1.0965,-3.38553669402,1.07310319992
1.0982,-3.37955378803,1.07310319992
1.0999,-3.38553669402,1.07955478513
1.1016,-3.38553669402,1.07310319992
1.1033,-3.38553669402,1.07955478513
1.105,-3.38553669402,1.07955478513
1.1067,-3.38553669402,1.07955478513
1.1084,-3.38553669402,1.07310319992
1.1101,-3.38553669402,1.07310319992
1.1118,-3.38553669402,1.06665161471
1.1135,-3.38553669402,1.06020002951
1.1152,-3.38553669402,1.06665161471
1.1169,-3.38553669402,1.06020002951
1.1186,-3.38553669402,1.06665161471
1.1203,-3.38553669402,1.0537484443
1.122,-3.38553669402,1.0537484443
1.1237,-3.38553669402,1.06020002951
1.1254,-3.38553669402,1.0537484443
1.1271,-3.37955378803,1.06665161471
1.1288,-3.38553669402,1.06020002951
1.1305,-3.38553669402,1.0537484443
1.1322,-3.38553669402,1.0537484443
1.1339,-3.38553669402,1.0537484443
1.1356,-3.38553669402,1.04084527388
1.1373,-3.38553669402,1.04729685909
1.139,-3.38553669402,1.06020002951
1.1407,-3.38553669402,1.04729685909
1.1424,-3.38553669402,1.0537484443
1.1441,-3.37955378803,1.04729685909
1.1458,-3.38553669402,1.0537484443
1.1475,-3.38553669402,1.0537484443
1.1492,-3.37955378803,1.06020002951
1.1509,-3.38553669402,1.0537484443
1.1526,-3.38553669402,1.0537484443
1.1543,-3.38553669402,1.06020002951
1.156,-3.38553669402,1.0537484443
1.1577,-3.38553669402,1.04729685909
1.1594,-3.37955378803,1.04729685909
1.1611,-3.3915196,1.04729685909
1.1628,-3.38553669402,1.0537484443
1.1645,-3.38553669402,1.0537484443
1.1662,-3.38553669402,1.0537484443
1.1679,-3.38553669402,1.06020002951
1.1696,-3.38553669402,1.06665161471
1.1713,-3.38553669402,1.0537484443
1.173,-3.38553669402,1.06020002951
1.1747,-3.38553669402,1.0537484443
1.1764,-3.38553669402,1.0537484443
1.1781,-3.3915196,1.04729685909
1.1798,-3.38553669402,1.04729685909
1.1815,-3.38553669402,1.04729685909
1.1832,-3.38553669402,1.06020002951
1.1849,-3.38553669402,1.06020002951
1.1866,-3.38553669402,1.06020002951
1.1883,-3.38553669402,1.04729685909
1.19,-3.38553669402,1.0537484443
1.1917,-3.38553669402,1.06020002951
1.1934,-3.38553669402,1.0537484443
